id,far_part,flt_plan_filed,acft_make,acft_model,total_seats,num_eng,fixed_retractable,cert_max_gr_wt,acft_category,homebuilt,type_last_insp,afm_hrs_last_insp,afm_hrs,elt_install,elt_type,oper_dba,certs_held,type_fly,second_pilot,dprt_apt_id,dprt_time,dest_apt_id,site_seeing,air_medical,flight_hours_mean,crew_category,crew_sex,pc_profession,crew_tox_perf,mr_faa_med_certf,available_restraint,eng_no,eng_type,eng_mfgr,eng_model,power_units,hp_or_lbs,carb_fuel_injection,propeller_type,subcategory_no
20160630X552241,135,CVFR,BEECH,B200,7.0,2.0,RETR,12500.0,AIR,N,,,12545.599609375,Y,C126,Island Airways,Y,,N,TISX,2045.0,TJSJ,N,N,9597.0,PLT,M,Yes,N,,N,1,TP,Pratt and Whitney,PT6A-42,850.0,HP,,CONP,2
20160630X709581,091,,ENSTROM,280,,1.0,FIXD,,HELI,N,ANNL,,533.0,Y,UNK,,Y,INST,Y,Z98 ,,Z98 ,N,N,3250.0,FLTI,,Yes,N,,3,1,REC,LYCOMING,HIO-360 SER,205.0,HP,,,5
20160630X008341,091,NONE,CESSNA,150,2.0,1.0,FIXD,1500.0,AIR,N,ANNL,,3949.199951171875,Y,C91A,,Y,PERS,N,RTS ,1830.0,RTS ,N,N,23.0,DSTU,M,No,N,,4,1,REC,Continental,O-200A,100.0,HP,CARB,FIXP,6
20160701X625251,091,NONE,FACEBOOK UK LTD,AQUILA,0.0,4.0,FIXD,937.0,AIR,N,,,1.5,N,,,Y,FLTS,Y,N/A ,1307.0,None,N,N,1975.5,PLT,,Yes,N,,N,1,ELEC,Joby Motor,,,,,FIXP,3
20160702X940361,137,NONE,BELL,OH 58A,1.0,1.0,FIXD,3000.0,HELI,N,100H,74.0,13688.0,,,,Y,AAPL,N,,,,N,N,7000.0,PLT,M,Yes,N,,4,1,TS,AMA/EXPR,UNKNOWN ENG,,HP,,,5
20160702X114411,091,NONE,PIPER,PA 28,4.0,1.0,FIXD,,AIR,N,100H,,15651.2998046875,Y,C91,Space Coast Aviation,Y,INST,Y,COI ,1550.0,COI ,N,N,438.5,FLTI,M,Yes,N,,U,1,REC,LYCOMING,O-320-D3G,160.0,HP,CARB,FIXP,5
20160703X920401,091,NONE,CESSNA,182,4.0,1.0,FIXD,2800.0,AIR,N,ANNL,,6293.2001953125,Y,C91A,,Y,PERS,N,CL13,2050.0,CRQ ,N,N,225.0,PLT,M,No,N,,L,1,REC,CONT MOTOR,O-470R,230.0,HP,CARB,CONP,6
20160704X855261,091,NONE,BERT N Norris,RV-6,2.0,1.0,FIXD,1600.0,AIR,Y,COAW,3.0,972.3900146484376,Y,,,Y,PERS,N,11WA,1610.0,S72 ,N,N,1420.0,PLT,M,No,N,,4,1,REC,Lycoming,O-320,150.0,HP,CARB,FIXP,2
20160705X213181,137,NONE,CESSNA,188,1.0,1.0,FIXD,4000.0,AIR,N,ANNL,,,N,,,Y,AAPL,N,SAA ,100.0,SAA ,N,N,1036.800048828125,PLT,M,Yes,N,,4,1,REC,Continental,IO-520-D2313,300.0,HP,FINJ,CONP,6
20160705X243261,091,NONE,Challenger,II CW,2.0,1.0,FIXD,960.0,AIR,Y,COND,,783.0,N,,,Y,PERS,N,MRT ,1600.0,MRT ,N,N,92.0,DSTU,M,No,N,NONE,4,1,REC,HIRTH,3203 ,65.0,HP,CARB,FIXP,5
20160705X420461,091,NONE,CESSNA,305,1.0,1.0,FIXD,2101.0,AIR,N,ANNL,,3921.0,N,,,Y,BANT,N,HWV ,,HWV ,N,N,1685.0,PLT,M,No,N,,4,1,REC,CONT MOTOR,O-470 SERIES,213.0,HP,CARB,FIXP,6
20160705X454561,091,NONE,RANS,S6,2.0,1.0,FIXD,,AIR,Y,COND,,917.0,Y,UNK,,Y,PERS,N,AUN ,1510.0,O57 ,N,N,930.0,PLT,M,No,N,,4,1,REC,BOMBARDIER,ROTAX (ALL),80.0,HP,CARB,FIXP,6
20160705X521171,091,NONE,BEECH,23,4.0,1.0,FIXD,2302.0,AIR,N,ANNL,,3356.60009765625,Y,,,Y,PERS,N,TVK ,2330.0,78Y ,N,N,463.0,PLT,M,No,N,,L,1,REC,LYCOMING,0-320-D2A,160.0,HP,CARB,FIXP,6
20160705X755531,091,NONE,CESSNA,172,4.0,1.0,FIXD,2407.0,AIR,N,100H,,12414.7998046875,Y,,,Y,INST,N,BTF ,1945.0,BTF ,N,N,475.0,PLT,M,Yes,N,,5,1,REC,LYCOMING,IO-320 SERIES,160.0,HP,FINJ,CONP,6
20160705X819531,091,NONE,POLLACK,QUICKSILVER SPRINT2S,2.0,1.0,FIXD,1000.0,AIR,N,COND,,330.0,N,,,Y,PERS,N,,45.0,,N,N,13000.0,PLT,M,Yes,N,,4,1,REC,Rotax,582,65.0,HP,CARB,FIXP,3
20160705X847151,091,NONE,CESSNA,172,4.0,1.0,FIXD,2407.0,AIR,N,100H,,13562.2998046875,Y,C91,,Y,INST,N,HWO ,1330.0,HWO ,N,N,21.0,DSTU,M,No,N,,3,1,REC,LYCOMING,O-320-D2J,160.0,HP,CARB,FIXP,6
20160705X852011,091,NONE,CESSNA,172,4.0,1.0,FIXD,2300.0,AIR,N,100H,,5440.0,Y,,,Y,PERS,N,LHQ ,1700.0,LHQ ,N,N,61.0,PLT,M,No,N,,3,1,REC,LYCOMING,O-320-E2D,150.0,HP,CARB,FIXP,6
20160706X052541,091,NONE,CESSNA,172,4.0,1.0,FIXD,2299.0,AIR,N,ANNL,,2231.699951171875,Y,C91,,Y,INST,Y,10C ,1940.0,10C ,N,N,1910.5,FLTI,M,Yes,N,,3,1,REC,LYCOMING,O-320-E2D,0.0,HP,CARB,FIXP,6
20160706X318251,137,NONE,ROCKWELL INTERNATIONAL,S 2R,1.0,1.0,FIXD,5333.0,AIR,N,ANNL,,9503.7001953125,N,,,Y,AAPL,N,BWC ,415.0,BWC ,N,N,1575.0,PLT,M,Yes,N,,4,1,TP,Pratt & Whitney,pt6a-34ag,750.0,HP,FINJ,CONP,6
20160706X416191,091,NONE,HUGHES,269C,2.0,1.0,FIXD,,HELI,N,100H,,8897.2998046875,N,,,Y,INST,Y,CMD ,1930.0,CMD ,N,N,651.0,FLTI,M,No,N,,4,1,REC,Lycoming,HIO-360-D1A,190.0,HP,FINJ,,6
20160706X429541,091,NONE,AERO COMMANDER,100 180,4.0,1.0,FIXD,2450.0,AIR,N,100H,13.0,2374.0,Y,,,Y,PERS,N,PKV ,1430.0,PKV ,N,N,4000.0,PLT,M,No,N,,L,1,REC,Lycoming,O-360-A2F,180.0,HP,CARB,FIXP,5
20160706X846581,091,NONE,CHAMPION,7EC,2.0,1.0,FIXD,1450.0,AIR,N,ANNL,0.0,,Y,,,Y,PERS,N,9TE4,1320.0,VCT ,N,N,13525.0,PLT,M,Yes,N,,L,1,REC,Continental,O-200-A,90.0,HP,CARB,,7
20160707X028101,091,NONE,PIPER,PA-22-150,4.0,1.0,FIXD,2000.0,AIR,N,ANNL,5.0,3982.699951171875,Y,C91A,,Y,PERS,N,5Y2 ,1400.0,5Y2 ,N,N,479.0,PLT,M,No,N,,3,1,REC,Lycoming,O-320-A2A,150.0,HP,CARB,FIXP,6
20160707X412051,137,NONE,PIPER,PA 25-235,1.0,1.0,FIXD,2497.0,AIR,N,ANNL,70.0,10234.900390625,N,,,Y,AAPL,N,PVT ,2150.0,PVT ,N,N,9850.0,PLT,M,Yes,N,,4,1,REC,LYCOMING,O-540-B4B5,250.0,HP,CARB,CONP,6
20160707X610081,091,NONE,GULFSTREAM AMERICAN CORP,AA 5,4.0,1.0,RETR,2200.0,AIR,N,ANNL,,2710.0,Y,C126,,Y,INST,Y,CYS ,1752.0,MDW ,N,N,8897.0,FLTI,M,Yes,N,,3,1,REC,LYCOMING,0-320 E2G,150.0,HP,CARB,FIXP,6
20160708X448261,091,NONE,CESSNA,172RG,4.0,1.0,RETR,2650.0,AIR,N,ANNL,,9529.2998046875,Y,,,Y,INST,Y,MHK ,1555.0,MHK ,N,N,400.0,DSTU,M,No,N,,3,1,REC,LYCOMING,O-360-F1A6,180.0,HP,,,2
20160711X329211,091,NONE,BELL HELICOPTER TEXTRON CANADA,407,7.0,1.0,FIXD,5501.0,HELI,N,ANNL,38.0,1390.0,Y,C126,,Y,BUS ,N,CKV ,1548.0,NONE,N,N,18430.0,PLT,M,Yes,Y,,4,1,TS,ROLLS-ROYC,250-C47B,600.0,HP,FINJ,,4
20160711X332491,091,NONE,HELIO,H 295,6.0,1.0,FIXD,3800.0,AIR,N,ANNL,,13352.7001953125,Y,C91,,Y,PERS,Y,3S8 ,2315.0,3S8 ,N,N,6244.0,PLT,M,No,N,,4,1,REC,LYCOMING,GO-480-G1D6,295.0,HP,CARB,CONP,6
20160711X357181,091,NONE,AVIONS MUDRY ET CIE,CAP,2.0,1.0,FIXD,1830.0,AIR,N,ANNL,2271.89990234375,2271.89990234375,Y,C91A,,Y,INST,Y,1T7 ,1520.0,1T7 ,N,N,7878.85009765625,PLT,M,Yes,N,,5,1,REC,Lycoming,AEIO-360-B2F,180.0,HP,FINJ,FIXP,6
20160711X511061,091,NONE,STINSON,108,4.0,1.0,FIXD,2400.0,AIR,N,ANNL,,2923.0,Y,C126,,Y,PERS,N,RED ,2110.0,BIL ,N,N,3450.0,PLT,M,No,N,,4,1,REC,FRANKLIN,6A-350-C1R,205.0,HP,CARB,CONP,6
20160711X611251,091,NONE,TUMBLING GOOSE LLC,12S,1.0,,FIXD,2000.0,AIR,N,100H,7.0,7.0,Y,C126,,Y,PERS,N,FL97,1550.0,FL97,N,N,1486.0,PLT,M,No,N,,5,1,REC,Barrett Performance Engine,Vedeneyev M14,430.0,HP,FINJ,CONP,6
20160711X649001,091,NONE,CESSNA,180,4.0,1.0,FIXD,2950.0,AIR,N,ANNL,8.0,3033.0,Y,C91A,,Y,PERS,N,3B5 ,1700.0,3B5 ,N,N,28000.0,PLT,M,No,N,,3,1,REC,Continental,O-470-S,230.0,HP,CARB,CONP,6
20160711X659001,091,NONE,CESSNA,310,2.0,2.0,RETR,5302.0,AIR,N,ANNL,121.0,6637.0,Y,,,Y,AOBV,N,BOW ,1245.0,BOW ,N,N,5107.0,PLT,M,Yes,N,,,1,REC,CONT MOTOR,IO-470 SERIES,280.0,HP,FINJ,CONP,7
20160712X255441,091,NONE,FLEET,FLEET 16B,2.0,1.0,FIXD,,AIR,N,ANNL,,43.83000183105469,N,,,Y,PERS,N,NY94,,NY94,N,N,643.0,PLT,M,Yes,N,,3,1,REC,Kinner,B5,,,,,2
20160712X342481,091,NONE,CANADIAN CAR & FOUNDRY,HARVARD,2.0,1.0,RETR,5700.0,AIR,N,COND,,6776.7001953125,Y,UNK,,Y,PERS,N,PHD ,1530.0,SME ,N,N,14500.0,PLT,M,Yes,N,,4,1,REC,Pratt & Whitney,R-1340-AN-1,600.0,HP,CARB,CONP,6
20160712X723481,091,NONE,CESSNA,150,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,5565.0,Y,C91A,,Y,PERS,N,0GE5,1700.0,0GE5,N,N,30000.0,PLT,M,No,N,,L,1,REC,Lycoming ,O-320-E2D,150.0,HP,CARB,FIXP,3
20160714X442341,091,NONE,CESSNA,A185,4.0,1.0,FIXD,3200.0,AIR,N,ANNL,,3393.0,Y,C126,,Y,PERS,N,SFF ,1930.0,KCOE,N,N,3600.0,PLT,M,No,N,,3,1,REC,Continental,IO-520-D,2895.0,HP,FINJ,CONP,2
20160715X038491,091,NONE,CESSNA,140,2.0,1.0,FIXD,1601.0,AIR,N,ANNL,27.0,4800.0,Y,UNK,,Y,PERS,N,STS ,2145.0,SNS ,N,N,177.0,PLT,M,No,N,,L,1,REC,CONT MOTOR,C85 SERIES,85.0,HP,CARB,FIXP,3
20160717X153091,091,NONE,LUSCOMBE,8A,2.0,1.0,FIXD,,AIR,N,ANNL,,3008.0,Y,C91,,Y,PERS,N,MEV ,1510.0,MEV ,N,N,11400.0,PLT,M,No,N,,4,1,REC,Continental,C85,85.0,HP,CARB,FIXP,2
20160718X906101,091,NONE,PIPER,PA24,,1.0,FIXD,3201.0,AIR,N,ANNL,,4239.0,,,,Y,PERS,N,RKD ,1815.0,OWD ,N,N,4550.0,PLT,M,No,N,,3,1,REC,LYCOMING,IO-540 SER,310.0,HP,FINJ,,7
20160718X329421,PUBU,NONE,BELL,UH 1H,,1.0,FIXD,,HELI,N,ANNL,,8885.2998046875,N,,,Y,PUBL,Y,YKM ,2035.0,,N,N,1479.5,PLT,M,Yes,N,,4,1,TS,Lycoming,T53-L-703,1100.0,HP,,,6
20160718X355211,091,IFR,PIPER AIRCRAFT INC,PA46R,6.0,1.0,RETR,4340.0,AIR,N,100H,,692.7999877929688,Y,C126,,Y,PERS,N,HDE ,1620.0,FTG ,N,N,440.0,PLT,M,No,N,,3,1,REC,LYCOMING,TIO-540-AE2A,350.0,HP,FINJ,CONP,6
20160718X604141,091,NONE,SORENSEN DANNY,PITTS S1 S,1.0,1.0,FIXD,1150.0,AIR,Y,COND,11.0,865.0,N,,,Y,PERS,N,54M ,2345.0,FYE ,N,N,2700.0,PLT,M,No,N,,5,1,REC,Lycoming,O-360,180.0,HP,CARB,FIXP,2
20160718X605271,091,NONE,DIAMOND AIRCRAFT IND INC,DA40 F,,1.0,FIXD,2535.0,AIR,N,100H,,6201.0,Y,C91A,,Y,PERS,N,LGU ,1634.0,LGU ,N,N,109.9000015258789,PLT,M,No,Y,,3,1,REC,LYCOMING,O-360-A4M,180.0,HP,CARB,FIXP,6
20160719X948311,091,NONE,SCHWEIZER,269C,2.0,1.0,FIXD,1750.0,HELI,N,ANNL,4.0,2330.10009765625,N,,,Y,PERS,Y,CZL ,1700.0,CZL ,N,N,1271.0,PLT,M,Yes,N,,3,1,REC,Lycoming,HO-360-C1A,180.0,HP,CARB,,2
20160720X011381,091,NONE,BRANDT,SONEX,2.0,1.0,FIXD,1100.0,AIR,Y,COND,,25.0,Y,C91,,Y,PERS,N,9WN5,,9WN5,N,N,180.0,PLT,M,No,N,,3,1,REC,Aerovee,,70.0,HP,CARB,FIXP,5
20160720X045241,091,NONE,TECNAM,P2008,2.0,1.0,FIXD,1300.0,AIR,N,ANNL,38.0,38.0,,,,Y,PERS,N,HWY ,1633.0,HWY ,N,N,1295.0,PLT,M,No,N,CL3 ,3,1,REC,Rotax,912S,100.0,HP,CARB,FIXP,2
20160720X329201,091,NONE,CHANCE VOUGHT,F4U 5,2.0,1.0,RETR,9800.0,AIR,N,COND,,2489.89990234375,N,,,Y,PERS,N,57C ,1615.0,57C ,N,N,6826.0,PLT,M,No,N,,4,1,REC,Pratt & Whitney,R2800,2100.0,HP,CARB,,2
20160720X551391,091,CVFR,CESSNA,A185,6.0,1.0,FIXD,3350.0,AIR,N,,,,,,,Y,BUS ,N,PAIL,,NONE,N,N,14000.0,PLT,M,Yes,N,,3,1,REC,Continental,IO-520D,300.0,HP,FINJ,CONP,2
20160721X100191,091,VFR,MEYERS,200,,,RETR,,AIR,N,ANNL,,3487.0,Y,C126,,Y,PERS,,KHON,,KFCM,N,N,21100.0,PLT,,Yes,N,,3,1,REC,Continental ,IO-550,,,FINJ,CONP,7
20160721X335171,091,,ROBINSON HELICOPTER COMPANY,R44 II,4.0,1.0,FIXD,2500.0,HELI,N,ANNL,23.0,1003.0,Y,,,Y,BUS ,N,HOM ,,HOM ,N,N,9600.0,PLT,F,Yes,N,,3,1,REC,LYCOMING,IO-540-AE1A5,245.0,HP,FINJ,,2
20160721X554421,091,NONE,ROCKWELL INTERNATIONAL,114,4.0,1.0,RETR,3140.0,AIR,N,ANNL,,4851.0,Y,,,Y,PERS,N,37F ,100.0,T67 ,N,N,419.0,PLT,M,No,N,,3,1,REC,LYCOMING,IO-540T4B5D,260.0,HP,FINJ,CONP,6
20160721X135571,091,NONE,HARRIS-RUNYAN,Skybolt 300,2.0,1.0,FIXD,1950.0,AIR,Y,COND,,2183.199951171875,,,,Y,PERS,N,WDG ,2330.0,END ,N,N,3591.0,PLT,M,Yes,Y,,5,1,REC,Lycoming,IO 540-K1G5D,300.0,HP,FINJ,CONP,6
20160723X839111,091,NONE,SWARTZ GENE,TITAN T 51 MUSTANG,2.0,1.0,RETR,1800.0,AIR,Y,COND,,153.6999969482422,Y,,,Y,PERS,N,WJF ,1740.0,WJF ,N,N,936.5,PLT,M,No,N,,5,1,REC,AMA/EXPR SUZUKI,UNKNOWN ENG,183.0,HP,FINJ,,5
20160724X207231,091,NONE,REPUBLIC,RC 3,4.0,1.0,FIXD,3150.0,AIR,N,ANNL,0.0,1505.4000244140625,Y,,,Y,PERS,Y,GIF ,1330.0,GIF ,N,N,300.0,PLT,F,No,N,,L,1,REC,Lycoming,GO-480-G2D6,285.0,,FINJ,CONP,2
20160725X604301,091,NONE,YAKOVLEV,YAK11,2.0,1.0,RETR,5379.0,AIR,N,COND,,318.5,Y,C91A,,Y,PERS,N,MQS ,1230.0,AGC ,N,N,3100.0,PLT,M,No,Y,,4,1,REC,P & W,R-1830-75,1350.0,HP,CARB,CONP,2
20160725X612041,091,NONE,CESSNA,182,4.0,1.0,FIXD,2650.0,AIR,N,ANNL,,1290.0,Y,C126,,Y,PERS,Y,70J ,1300.0,FGU ,N,N,390.0,PLT,M,No,N,,4,1,REC,CONT MOTOR,O-470-L,230.0,HP,CARB,CONP,7
20160725X628141,091,NONE,CANADIAN LIGHT ACFT SALES &SVC,BUSHCADDY EXPLORER,2.0,1.0,FIXD,1320.0,AIR,N,COND,,166.0,Y,C91,,Y,PERS,N,5B1 ,1600.0,5B1 ,N,N,283.0,PLT,M,No,N,NONE,3,1,REC,Rotax,912 ULS,100.0,HP,CARB,GRND,6
20160726X225341,091,NONE,CIRRUS DESIGN CORP,SR22,4.0,1.0,FIXD,3400.0,AIR,N,ANNL,,1817.5,Y,C91A,,Y,PERS,N,HYA ,1700.0,HYA ,N,N,1680.0,PLT,F,No,N,,3,1,REC,CONT MOTOR,IO-550N27B,310.0,HP,FINJ,FIXP,6
20160726X522341,091,NONE,HARRITY WILLIAM V,GLASAIR (SH2F),2.0,1.0,FIXD,2150.0,AIR,Y,COAW,,,Y,C91,,Y,PERS,N,DKX ,1745.0,I69 ,N,N,2052.800048828125,PLT,M,No,N,,4,1,REC,LYCOMING,IO-360,200.0,HP,FINJ,CONP,5
20160726X705421,091,NONE,DIAMOND AIRCRAFT IND GMBH,HK 36,2.0,1.0,FIXD,1653.0,GLI,N,ANNL,,2390.0,Y,UNK,,Y,PERS,Y,I69 ,1900.0,N/A ,N,N,135.10000610351562,PLT,M,No,N,,4,1,REC,Rotax,912A3,80.0,HP,CARB,,6
20160726X839221,091,NONE,DIAMOND AIRCRAFT IND INC,DA 20,2.0,1.0,FIXD,1764.0,AIR,N,ANNL,,3318.5,Y,,,Y,PERS,N,CHO ,,HEF ,N,N,99.0,PLT,M,No,N,,4,1,REC,Continential,IO-240-B,125.0,HP,FINJ,FIXP,6
20160727X341191,091,NONE,STINSON,108,4.0,1.0,FIXD,2231.0,AIR,N,ANNL,,,Y,,,Y,PERS,N,MKT ,1630.0,OSH ,N,N,1000.0,PLT,M,No,N,,4,1,REC,FRANKLIN,6A4165 SERIES,165.0,HP,CARB,FIXP,5
20160727X422581,091,NONE,ALISPORT SRL,SILENT 2 TARGA,1.0,1.0,RETR,660.0,GLI,N,COND,2.0,480.3999938964844,N,,,Y,PERS,N,LOZ ,1430.0,LOZ ,N,N,438.0,PLT,M,No,N,,3,1,REC,Alisport Srl.,A302efi,28.0,HP,FINJ,FIXP,3
20160727X818571,091,NONE,ENGINEERING & RESEARCH,415,2.0,1.0,FIXD,1450.0,AIR,N,ANNL,,2606.300048828125,Y,C126,,Y,PERS,N,OK94,1700.0,OK94,N,N,1335.0,PLT,M,No,N,,L,1,REC,CONT MOTOR,C85-12,85.0,HP,CARB,,6
20160728X631451,091,NONE,FLIGHT DESIGN GMBH,CTLS,2.0,1.0,FIXD,2950.0,AIR,N,ANNL,135.0,960.0,Y,UNK,,Y,PERS,Y,FLD ,1320.0,,N,N,1123.0,PLT,M,No,N,NONE,3,1,REC,ROTAX,912ULS,100.0,HP,CARB,FIXP,7
20160728X741051,091,NONE,CESSNA,152,2.0,1.0,FIXD,1670.0,AIR,N,100H,,15935.7998046875,Y,C91A,,Y,PERS,N,DTO ,1330.0,DTO ,N,N,44.0,DSTU,M,No,N,,3,1,REC,LYCOMING,O-235-L2C,110.0,HP,CARB,FIXP,6
20160728X825031,137,NONE,AIR TRACTOR INC,AT 301,1.0,1.0,FIXD,5000.0,AIR,N,ANNL,,6447.0,N,,,Y,AAPL,N,OVL ,1150.0,OVL ,N,N,444.5,PLT,M,Yes,N,,5,1,REC,P&W,R1340,600.0,HP,CARB,CONP,6
20160729X314551,135,IFR,PIPER,PA-31T,5.0,2.0,RETR,9000.0,AIR,N,,,7309.0,Y,C126,,Y,,N,,745.0,,N,Y,7300.0,PLT,M,Yes,Y,,3,1,TP,P&W,PT6A SER,620.0,HP,FINJ,CONP,2
20160730X219551,091,NONE,BELL,47G 2,3.0,1.0,FIXD,2450.0,HELI,N,ANNL,,6866.10009765625,N,,,Y,OWRK,N,OSH ,,OSH ,Y,N,25000.0,PLT,M,Yes,N,,4,1,REC,Lycoming,VO-435,260.0,HP,CARB,,5
20160801X628101,091,NONE,CESSNA,172,4.0,1.0,FIXD,2450.0,AIR,N,ANNL,69.0,3456.0,Y,UNK,,Y,PERS,N,APT ,1715.0,MAC ,N,N,1767.0,PLT,M,No,N,,L,1,REC,Continental,O-300-D,150.0,HP,CARB,FIXP,7
20160801X252091,091,VFR,S C AEROSTAR S .A.,FESTIVAL R40S,2.0,1.0,FIXD,1896.0,AIR,N,UNK,,421.0,Y,UNK,,Y,PERS,N,ACB ,1700.0,FKS ,N,N,38.400001525878906,DSTU,M,No,N,UNK ,3,1,REC,ROTAX,912-ULS,100.0,HP,CARB,FIXP,6
20160801X332241,091,NONE,CESSNA,172,4.0,1.0,FIXD,2300.0,AIR,N,UNK,,,,,,Y,INST,N,RXE ,2130.0,RXE ,N,N,180.0,PLT,M,No,N,,L,1,REC,CONT MOTOR,0-300,145.0,HP,CARB,FIXP,6
20160802X948301,091,NONE,RYAN,NAVION B,2.0,1.0,RETR,3100.0,AIR,N,ANNL,14.0,3033.0,Y,C91,,Y,PERS,N,MTW ,1730.0,MTW ,N,N,390.0,PLT,M,No,N,,L,1,REC,Continental Motors,IO-550-B,300.0,HP,FINJ,CONP,2
20160802X207371,091,NONE,CESSNA,172F,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,31.0,5036.2998046875,Y,C91,,Y,PERS,N,OSH ,1445.0,C09 ,N,N,1267.0,PLT,M,No,N,,4,1,REC,Continental,O-300-D,145.0,HP,CARB,FIXP,5
20160802X451591,091,NONE,CESSNA,177,4.0,1.0,FIXD,2500.0,AIR,N,ANNL,,2766.0,Y,,,Y,PERS,N,8U2 ,1345.0,GPI ,N,N,642.9000244140625,PLT,M,Yes,N,,L,1,REC,LYCOMING,O-360 A2F,180.0,HP,CARB,FIXP,6
20160802X539011,PUBU,NONE,BELL HELICOPTER TEXTRON,206,7.0,1.0,FIXD,4050.0,HELI,N,100H,,6720.5,N,,,Y,PUBL,N,MOD ,915.0,MOD ,N,N,6532.0,PLT,M,Yes,N,,4,1,TS,Rolls Royce,C30,650.0,HP,,,6
20160802X833541,091,NONE,AERONCA,11AC,2.0,1.0,FIXD,,AIR,N,ANNL,,,Y,,,Y,INST,N,TIW ,2130.0,TIW ,N,N,41.0,DSTU,M,No,N,,L,1,REC,CONT MOTOR,A&C65 SERIES,65.0,HP,,FIXP,6
20160802X911371,091,NONE,ROBINSON,R22,2.0,1.0,FIXD,1370.0,HELI,N,100H,30.0,882.7000122070312,N,,,Y,INST,N,PRC ,1650.0,PRC ,N,N,587.7000122070312,FLTI,M,Yes,N,,3,1,REC,Lycoming,O-360-J2A,145.0,HP,CARB,,6
20160803X031101,091,NONE,BEECH,F33,5.0,1.0,RETR,3400.0,AIR,N,ANNL,,1951.3900146484373,Y,C91A,,Y,PERS,N,BLH ,1945.0,HND ,N,N,2329.5,PLT,F,No,N,,3,1,REC,Continental,IO-520BB,285.0,HP,FINJ,CONP,6
20160803X316561,091,NONE,CESSNA,120,2.0,1.0,FIXD,1450.0,AIR,N,ANNL,,4352.7998046875,Y,C91,,Y,PERS,N,E98 ,1315.0,E80 ,N,N,13000.0,PLT,M,No,N,,L,1,REC,Continental,O-200A,85.0,HP,CARB,FIXP,6
20160803X618381,091,NONE,CESSNA,172,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,,5526.89990234375,Y,UNK,,Y,PERS,N,NJ25,1235.0,17N ,N,N,1831.0,PLT,M,No,N,,4,1,REC,LYCOMING,O-320-E20,150.0,HP,CARB,FIXP,6
20160804X026411,137,NONE,AIR TRACTOR INC,AT 301,1.0,1.0,FIXD,7400.0,AIR,N,,,,N,,,Y,AAPL,N,S87 ,1520.0,S87 ,N,N,9205.0,PLT,M,Yes,N,,4,1,REC,P&W,R1340 SERIES,600.0,HP,CARB,CONP,5
20160804X309521,091,NONE,CESSNA,172,4.0,1.0,FIXD,2505.0,AIR,N,100H,,,Y,C126,,Y,INST,N,ISM ,1535.0,ISM ,N,N,34.0,DSTU,M,No,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20160805X446331,121,IFR,BOEING,737 3H4,151.0,2.0,RETR,138499.0,AIR,N,,,72354.0,N,,,Y,,Y,KBWI,100.0,KATL,N,N,16900.0,PLT,,Yes,N,,4,1,TF,CFM INTL.,CFM56 SERIES,,HP,,,1
20160805X322171,091,NONE,CESSNA,150L,2.0,1.0,FIXD,1600.0,AIR,N,ANNL,11.0,6358.0,Y,C91,,Y,PERS,Y,GEO ,2345.0,GEO ,N,N,4097.5,PLT,M,No,N,,L,1,REC,Continental,O-200-A,100.0,HP,CARB,FIXP,5
20160806X223081,091,NONE,CESSNA,172,4.0,1.0,FIXD,2300.0,AIR,N,100H,,5970.2001953125,Y,,,Y,PERS,N,MT56,2230.0,BZM ,N,N,1132.0,PLT,M,No,N,,3,1,REC,LYCOMING,0-360-A4M,180.0,HP,CARB,FIXP,3
20160806X233451,091,NONE,WILSON,BUGATTI-DEMONGE 100P,1.0,2.0,RETR,2939.0,AIR,Y,,,,,,,Y,FLTS,N,CSM ,1320.0,CSM ,N,N,10700.0,PLT,M,No,Y,,4,1,REC,Suzuki,1300 cc,,,,FIXP,6
20160806X527191,091,NONE,PIPER,PA 28R-201,4.0,1.0,RETR,2749.0,AIR,N,ANNL,53.0,10855.0,Y,C91,,Y,INST,Y,7B2 ,1543.0,7B2 ,N,N,3319.5,FLTI,M,Yes,N,,3,1,REC,LYCOMING,IO-360-C1C6,200.0,HP,FINJ,FIXP,5
20160808X239241,091,NONE,PIPER,PA-11,2.0,1.0,FIXD,1220.0,AIR,N,ANNL,,6231.0,Y,,,Y,PERS,Y,IA41,1545.0,IA41,N,N,255.0,PLT,M,No,Y,,L,1,REC,Continental,A-65-8,65.0,HP,CARB,FIXP,6
20160809X216431,091,NONE,LIMING LOUIS L,HPL 1 HIGH WING PARA,1.0,1.0,FIXD,,AIR,Y,COAW,,400.0,N,,,Y,PERS,N,GEO ,1230.0,GEO ,N,N,220.0,PLT,M,No,N,,3,1,REC,Continental,A-65,65.0,HP,CARB,FIXP,7
20160809X251531,137,NONE,AERO COMMANDER,S2R,1.0,1.0,FIXD,6000.0,AIR,N,100H,,11395.0,N,,,Y,AAPL,N,,,,N,N,2110.0,PLT,M,Yes,N,,3,1,REC,Pratt & Whitney,R1340-59,600.0,HP,CARB,CONP,7
